Illumina V2 ID,Affy 220K ID
GCR_cBin18835_Ctg1_75,AX-87336872
ESTNV_31857_323,AX-87334241
GCR_cBin38678_Ctg1_119,AX-87698991
ESTV_12386_223,AX-87534048
GCR_cBin21380_Ctg1_250,AX-87513691
ESTV_14685_526,AX-87031509
ESTV_15513_384,AX-87363278
GCR_cBin17195_Ctg1_440,AX-87672733
ESTNV_32147_1166,AX-87262573
GCR_cBin38397_Ctg1_134,AX-87362029
GCR_cBin4713_Ctg1_200,AX-87764179
ESTNV_31566_525,AX-87872584
ESTNV_36066_2518,AX-86921689
GCR_cBin27872_Ctg1_216,AX-87203963
ESTNV_27183_516,AX-86916184
ESTNV_27883_858,AX-87861933
ESTNV_34036_1024,AX-87226794
GCR_cBin12293_Ctg1_225,AX-87680204
ESTNV_24515_297,AX-87832234
ESTV_15496_116,AX-87043352
ESTNV_32405_190,AX-87153675
GCR_cBin13623_Ctg1_226,AX-87601128
ESTNV_34886_434,AX-87252241
ESTNV_21930_583,AX-87445850
ESTNV_37212_1460,AX-87849046
GCR_cBin22346_Ctg1_324,AX-86971498
ESTNV_34273_237,AX-87606197
ESTNV_34273_361,AX-87362770
ESTNV_34549_478,AX-87829306
GCR_cBin8712_Ctg1_217,AX-87231471
GCR_cBin31031_Ctg1_42,AX-87815217
ESTV_15421_317,AX-87741794
GCR_cBin4558_Ctg1_101,AX-87847206
ESTNV_36194_896,AX-87721107
GCR_cBin3232_Ctg1_240,AX-87682358
ESTNV_24613_246,AX-87500813
ESTNV_36224_261,AX-87005857
ESTNV_36692_352,AX-87111042
ESTNV_23622_155,AX-87225596
ESTNV_31751_1321,AX-86998457
ESTNV_32502_411,AX-87610636
ESTNV_31896_140,AX-87671137
ESTNV_29790_168,AX-87554719
ESTNV_34649_1469,AX-87311711
GCR_cBin40305_Ctg1_70,AX-87280339
ESTNV_33971_297,AX-87262076
ESTNV_33971_424,AX-87158249
ESTV_15804_172,AX-87089510
ESTNV_30801_1753,AX-87773587
ESTNV_24398_743,AX-87564181
ESTNV_35640_75,AX-87473262
ESTV_16844_203,AX-86986421
ESTNV_22435_210,AX-87130488
ESTV_21187_191,AX-87040345
GCR_cBin9684_Ctg1_631,AX-87216032
GCR_cBin1438_Ctg1_139,AX-87806277
ESTNV_26544_1247,AX-87290558
GCR_cBin4502_Ctg2_241,AX-87795996
ESTNV_29479_279,AX-87870081
ESTNV_35732_1433,AX-87700580
ESTNV_35536_1238,AX-87648742
GCR_cBin11619_Ctg1_169,AX-87428441
ESTNV_30017_158,AX-87481973
ESTNV_30017_552,AX-86919519
GCR_cBin7464_Ctg1_110,AX-87004825
GCR_cBin11333_Ctg1_286,AX-87035683
ESTV_19854_166,AX-87836431
ESTV_16180_121,AX-87291316
GCR_cBin18578_Ctg1_190,AX-87146153
GCR_cBin4881_Ctg1_217,AX-87346381
GCR_cBin4881_Ctg1_143,AX-87161827
BASS119_B7_H12_573,AX-87472007
ESTNV_35051_1659,AX-87618805
GCR_cBin19351_Ctg1_165,AX-86991955
GCR_cBin2792_Ctg2_200,AX-87233681
ESTNV_29283_367,AX-87400032
ESTNV_35432_2607,AX-87551601
BASS111_B7_B11_707,AX-87094368
GCR_cBin37295_Ctg1_106,AX-87001967
GCR_cBin1777_Ctg1_368,AX-87360914
ESTNV_36281_2042,AX-86931476
ESTNV_36281_1871,AX-87481714
GCR_cBin13758_Ctg1_286,AX-87180051
ESTNV_28687_428,AX-87117834
GCR_cBin11227_Ctg1_154,AX-87587903
GCR_cBin43207_Ctg1_98,AX-87765877
ESTNV_31618_594,AX-87073727
ESTNV_33458_777,AX-87256503
ESTNV_24241_102,AX-87106719
GCR_cBin40971_Ctg1_99,AX-87715903
ESTNV_37234_1401,AX-87027263
ESTNV_27014_209,AX-87112044
GCR_cBin16478_Ctg1_145,AX-87369623
ESTNV_36807_1487,AX-87387124
ESTV_20831_345,AX-87719359
GCR_cBin1608_Ctg1_208,AX-87746421
ESTNV_32413_188,AX-87835362
ESTNV_29799_456,AX-87622987
ESTNV_32001_1134,AX-87276413
ESTV_14508_707,AX-87366789
ESTNV_34826_192,AX-87171179
GCR_cBin2668_Ctg1_124,AX-87149214
ESTNV_36092_1647,AX-86961298
ESTNV_36110_173,AX-87825650
GCR_cBin20754_Ctg1_27,AX-87002410
GCR_cBin47786_Ctg1_113,AX-87294248
ESTNV_32836_905,AX-86949106
ESTV_13538_886,AX-87586408
GCR_hBin32129_Ctg1_119,AX-87435920
ESTNV_30121_652,AX-87292913
GCR_cBin30587_Ctg1_97,AX-87597539
ESTNV_23604_249,AX-87090387
ESTNV_34080_803,AX-86940231
ESTV_15482_813,AX-87598237
ESTNV_36072_124,AX-87426312
GCR_cBin34736_Ctg1_207,AX-87251326
ESTNV_36716_1022,AX-87182164
ESTV_16913_418,AX-87282447
ESTV_19099_538,AX-87600471
ESTNV_35523_1456,AX-87698224
ESTNV_31699_1208,AX-87827095
GCR_cBin8347_Ctg1_155,AX-87255335
ESTNV_35650_2037,AX-87401628
GCR_cBin34603_Ctg1_167,AX-87782703
ESTNV_22405_737,AX-87445957
ESTNV_22405_619,AX-87743060
ESTV_16602_128,AX-87385504
GCR_cBin18441_Ctg1_357,AX-87367173
GCR_cBin24218_Ctg1_261,AX-87554204
ESTNV_27492_1324,AX-87300758
ESTV_17495_157,AX-87746079
GCR_cBin2400_Ctg1_488,AX-87704622
ESTNV_33436_158,AX-86906433
ESTNV_31552_150,AX-87400026
ESTNV_31552_764,AX-87563828
ESTNV_30477_550,AX-87832894
GCR_cBin4585_Ctg1_148,AX-87090937
ESTNV_34433_445,AX-87241625
ESTNV_20180_573,AX-87806876
ESTNV_27423_1033,AX-87194626
GCR_cBin15560_Ctg1_83,AX-87251508
ESTNV_32627_748,AX-87793262
GCR_cBin3437_Ctg1_211,AX-86918142
GCR_cBin40148_Ctg1_35,AX-87496246
GCR_hBin7597_Ctg1_171,AX-87592987
GCR_cBin15733_Ctg1_62,AX-87388289
GCR_cBin6452_Ctg1_73,AX-87162837
ESTNV_33256_490,AX-87607128
ESTNV_34535_1109,AX-87161253
ESTNV_32862_1006,AX-87014376
GCR_cBin17247_Ctg1_111,AX-87436740
GCR_cBin19208_Ctg1_173,AX-87339225
GCR_cBin13670_Ctg1_82,AX-87495133
BASS15_B7_B02_272,AX-87461984
GCR_cBin24297_Ctg1_111,AX-87793000
GCR_hBin36356_Ctg1_59,AX-87500571
ESTV_16907_342,AX-87672216
ESTNV_35445_1459,AX-87424648
GCR_cBin49299_Ctg1_186,AX-87496867
GCR_cBin32595_Ctg1_68,AX-87783253
GCR_cBin5763_Ctg1_203,AX-87604411
GCR_cBin5763_Ctg1_316,AX-87326757
ESTNV_15113_119,AX-87063921
ESTNV_30324_147,AX-87346199
GCR_cBin2016_Ctg1_206,AX-87584724
GCR_cBin29191_Ctg1_271,AX-86937984
GCR_cBin4710_Ctg1_83,AX-87836567
GCR_cBin17206_Ctg1_260,AX-87850570
GCR_cBin22244_Ctg1_352,AX-87839454
AY388596_a,AX-87196671
GCR_cBin14364_Ctg1_281,AX-87319672
GCR_cBin15671_Ctg1_125,AX-87118809
ESTNV_35195_545,AX-87746198
GCR_cBin44762_Ctg1_90,AX-86919467
BASS120_B7_F09_242,AX-87412501
BASS120_B7_F09_587,AX-87866953
GCR_cBin1289_Ctg1_209,AX-87510210
ESTNV_36968_743,AX-87473371
GCR_cBin25303_Ctg1_155,AX-87311215
GCR_cBin8657_Ctg1_79,AX-87263714
ESTNV_34553_1926,AX-87125757
ESTNV_36111_168,AX-87038131
ESTNV_32705_189,AX-87694662
ESTNV_34285_725,AX-87638733
ESTNV_22417_469,AX-87274435
ESTNV_27851_583,AX-87765492
GCR_cBin13760_Ctg1_161,AX-87292520
ESTNV_28049_192,AX-87823584
ESTNV_23446_534,AX-87558038
ESTV_16905_208,AX-87246044
ESTNV_29368_168,AX-87457941
ESTNV_35479_138,AX-87075546
GCR_cBin17583_Ctg1_325,AX-87856023
ESTNV_26881_400,AX-87047129
ESTNV_34938_1768,AX-86958847
GCR_cBin30702_Ctg1_615,AX-86991855
GCR_cBin38024_Ctg1_90,AX-87309017
ESTNV_30577_350,AX-87750781
ESTNV_32163_923,AX-87110274
ESTNV_32163_1326,AX-87530717
ESTV_16749_1195,AX-87184560
ESTV_16749_913,AX-87371326
ESTV_15035_588,AX-87710721
GCR_cBin18615_Ctg1_159,AX-87406169
BASS118_B7_F01_699,AX-87371610
ESTNV_31315_555,AX-87819552
ESTNV_35838_905,AX-87130784
ESTNV_36971_726,AX-87795485
GCR_cBin4084_Ctg1_85,AX-87007591
GCR_cBin6541_Ctg1_187,AX-87396360
GCR_cBin33857_Ctg1_232,AX-87419591
GCR_cBin2829_Ctg1_425,AX-87717932
GCR_cBin37684_Ctg1_202,AX-87749989
GCR_cBin31693_Ctg1_166,AX-87773989
GCR_cBin31693_Ctg1_74,AX-87040524
BASS113_B6A_E01_397,AX-86978115
GCR_cBin11458_Ctg1_109,AX-87362058
GCR_cBin11458_Ctg1_739,AX-86956201
GCR_cBin16474_Ctg1_68,AX-87064104
GCR_cBin10801_Ctg1_300,AX-87016429
ESTNV_33250_730,AX-87649702
GCR_cBin28560_Ctg1_110,AX-87324868
GCR_cBin25155_Ctg1_104,AX-87630774
ESTNV_36345_725,AX-87072609
ESTV_21346_907,AX-87825533
ESTV_17053_1027,AX-87626142
ESTNV_26827_412,AX-87721912
ESTNV_26827_289,AX-87352932
GCR_cBin28712_Ctg1_124,AX-87148692
ESTNV_14764_458,AX-87855384
ESTNV_31093_1513,AX-86923946
ESTNV_13016_93,AX-87066489
GCR_cBin11891_Ctg1_187,AX-87251215
GCR_cBin44755_Ctg1_138,AX-87627601
ESTV_17346_1243,AX-87829214
ESTNV_35708_1829,AX-87172437
GCR_cBin15269_Ctg1_188,AX-87006764
ESTNV_27182_609,AX-87497951
ESTNV_28373_356,AX-86910564
GCR_cBin19292_Ctg1_380,AX-87131911
GCR_cBin51590_Ctg1_69,AX-87327088
ESTV_14892_586,AX-87688749
ESTNV_34745_1760,AX-87685218
ESTNV_34745_483,AX-87648923
GCR_cBin11079_Ctg1_122,AX-87114650
GCR_cBin4288_Ctg1_252,AX-86904513
GCR_cBin4288_Ctg1_82,AX-87852361
ESTNV_36131_1879,AX-87290988
ESTV_12726_105,AX-87459373
ESTNV_32152_893,AX-87777130
ESTNV_27652_527,AX-86989186
ESTNV_36173_1322,AX-87419239
ESTV_16691_375,AX-86907907
ESTNV_37022_1170,AX-87670475
GCR_cBin1894_Ctg1_197,AX-87737119
ESTNV_19750_154,AX-87066244
GCR_cBin16182_Ctg1_117,AX-87616302
GCR_cBin6924_Ctg1_136,AX-87421467
ESTV_12320_396,AX-87733279
GCR_cBin12488_Ctg1_457,AX-87490466
GCR_cBin12488_Ctg1_395,AX-87439922
GCR_cBin27281_Ctg1_182,AX-87660130
GCR_cBin10510_Ctg1_197,AX-87153861
GCR_cBin28870_Ctg1_219,AX-87121461
ESTV_20002_108,AX-87231913
GCR_cBin6767_Ctg1_509,AX-87715185
ESTNV_34029_222,AX-87006614
ESTNV_34029_1411,AX-87126107
ESTV_7919_629,AX-87575407
GCR_cBin17350_Ctg1_287,AX-87688643
ESTNV_36154_1830,AX-87176114
GCR_cBin45340_Ctg1_211,AX-87752400
ESTV_20583_309,AX-87086515
GCR_cBin22975_Ctg1_133,AX-87832056
BASS128_B7_A05_396,AX-86921885
ESTNV_28071_471,AX-87683522
GCR_cBin22840_Ctg1_249,AX-87305470
ESTNV_27925_445,AX-87732790
ESTNV_37177_498,AX-87829219
GCR_cBin5579_Ctg1_365,AX-87545808
GCR_cBin46603_Ctg1_147,AX-87150704
GCR_cBin46603_Ctg1_66,AX-87870794
GCR_cBin37192_Ctg1_88,AX-87168208
ESTNV_32069_319,AX-87375768
ESTNV_34227_1013,AX-87729019
ESTV_17020_1533,AX-87649261
GCR_cBin17391_Ctg1_102,AX-87526936
GCR_hBin52413_Ctg1_95,AX-87708479
ESTNV_34419_496,AX-87599156
GCR_cBin30829_Ctg1_147,AX-87043974
ESTNV_16810_167,AX-87674878
GCR_cBin47084_Ctg1_67,AX-87525103
GCR_cBin1169_Ctg1_98,AX-87044211
GCR_cBin31415_Ctg1_119,AX-87655245
ESTNV_18010_624,AX-87195479
GCR_cBin14371_Ctg1_142,AX-86920689
ESTNV_35964_989,AX-87578427
ESTNV_32393_853,AX-87362076
ESTV_14711_157,AX-87833584
ESTNV_33518_1279,AX-87667937
GCR_cBin25356_Ctg1_418,AX-86978194
GCR_cBin9573_Ctg1_352,AX-87553155
GCR_cBin6666_Ctg1_99,AX-87747233
ESTNV_37190_1300,AX-87561632
GCR_cBin8926_Ctg1_226,AX-87703119
GCR_cBin21164_Ctg1_396,AX-87514415
GCR_cBin2587_Ctg1_174,AX-87414542
GCR_cBin4736_Ctg1_83,AX-87505322
ESTNV_33547_529,AX-87850514
ESTNV_29085_178,AX-87613870
GCR_cBin7838_Ctg1_89,AX-87747972
ESTV_21860_113,AX-87264120
GCR_cBin43418_Ctg1_79,AX-87180483
ESTNV_33016_564,AX-87570939
ESTNV_35205_1428,AX-87275999
GCR_cBin29364_Ctg1_132,AX-87387716
ESTNV_35401_522,AX-87194721
GCR_cBin12998_Ctg1_98,AX-87583098
GCR_cBin10390_Ctg1_228,AX-87163453
GCR_cBin38485_Ctg1_84,AX-87693614
ESTV_15784_1161,AX-87327383
GCR_cBin2118_Ctg1_175,AX-87815342
ESTV_17525_116,AX-87708492
ESTNV_28108_776,AX-87134061
GCR_cBin16714_Ctg1_246,AX-86921384
ESTNV_36590_1760,AX-87661417
ESTNV_35391_1263,AX-87544598
ESTNV_36081_1059,AX-87162671
ESTV_16034_989,AX-87194196
ESTNV_21220_218,AX-87356897
ESTNV_33128_565,AX-87485699
ESTNV_33128_78,AX-87350907
ESTV_15768_574,AX-87010130
ESTV_15768_329,AX-87018111
GCR_cBin42593_Ctg1_40,AX-87855798
GCR_hBin50784_Ctg1_70,AX-87206821
ESTV_13615_417,AX-87204085
ESTV_13615_543,AX-87081503
ESTV_13615_621,AX-86959431
ESTNV_27572_273,AX-86988402
GCR_cBin37279_Ctg1_81,AX-87812961
ESTNV_16485_143,AX-87487958
ESTV_13957_102,AX-87181780
ESTNV_28633_1315,AX-87167386
GCR_cBin4356_Ctg1_1956,AX-87752774
GCR_cBin23673_Ctg1_272,AX-87201296
GCR_cBin3648_Ctg1_155,AX-87644139
GCR_cBin11414_Ctg1_225,AX-87177601
ESTNV_32208_1132,AX-87621972
GCR_cBin21603_Ctg1_50,AX-87502029
GCR_cBin42115_Ctg1_45,AX-87470740
ESTNV_25477_135,AX-87178501
GCR_cBin28390_Ctg1_49,AX-87335380
ESTNV_32181_1055,AX-87160499
ESTNV_37614_1802,AX-87581731
ESTV_21752_67,AX-87055909
GCR_cBin31323_Ctg1_269,AX-87440426
GCR_cBin2224_Ctg1_441,AX-87030885
GCR_cBin12267_Ctg1_160,AX-87834414
ESTNV_36052_1230,AX-87804774
GCR_cBin13496_Ctg1_388,AX-87263199
GCR_cBin29341_Ctg1_138,AX-87209262
ESTV_16532_248,AX-87257621
ESTV_16309_1186,AX-87794696
ESTNV_34952_829,AX-87119411
GCR_cBin23510_Ctg1_150,AX-87371241
ESTNV_22097_485,AX-87419223
GCR_cBin32622_Ctg1_88,AX-87416376
ESTV_15119_669,AX-87584081
ESTNV_32294_424,AX-87740947
ESTNV_28856_783,AX-87801551
GCR_cBin16225_Ctg1_165,AX-87531406
GCR_cBin1484_Ctg1_152,AX-87377659
ESTNV_25525_410,AX-87066328
GCR_cBin2937_Ctg1_131,AX-86926722
GCR_cBin33580_Ctg1_85,AX-87450971
ESTV_13800_155,AX-87792327
GCR_cBin31321_Ctg1_183,AX-87409659
GCR_cBin5705_Ctg1_154,AX-87427788
ESTV_17164_89,AX-87687859
ESTV_19149_210,AX-87116961
GCR_cBin12856_Ctg1_82,AX-87032947
ESTV_12578_95,AX-87537073
ESTNV_27741_379,AX-87589753
ESTNV_31700_458,AX-87795417
ESTV_13507_393,AX-87866959
ESTNV_20578_223,AX-87371429
GCR_cBin35021_Ctg1_70,AX-87860812
ESTV_16628_1277,AX-87423942
ESTNV_35329_908,AX-87180091
ESTNV_35352_241,AX-87810172
ESTV_17333_532,AX-87414133
ESTNV_37143_1231,AX-87533284
GCR_cBin9170_Ctg1_222,AX-87315669
GCR_cBin698_Ctg1_125,AX-87209901
GCR_cBin2313_Ctg1_194,AX-87426060
GCR_cBin4573_Ctg1_372,AX-87474590
BASS14_B7_H03_681,AX-87436631
GCR_cBin5589_Ctg1_207,AX-87725910
ESTNV_35402_615,AX-87212412
GCR_cBin22374_Ctg1_508,AX-87650063
ESTNV_26484_573,AX-87111227
ESTNV_36162_2354,AX-87390177
ESTNV_29649_636,AX-87421502
ESTNV_21259_337,AX-87684322
ESTV_15429_132,AX-87655972
GCR_cBin30494_Ctg1_217,AX-87806484
GCR_cBin34472_Ctg1_88,AX-87847752
ESTNV_22986_1059,AX-87626092
ESTV_16422_134,AX-87311036
GCR_cBin26636_Ctg1_291,AX-87450853
ESTNV_26999_214,AX-87804367
GCR_cBin27851_Ctg1_509,AX-87827736
ESTNV_25560_280,AX-87434787
ESTNV_30098_223,AX-86952197
GCR_cBin25304_Ctg1_191,AX-87450820
ESTNV_37108_2992,AX-87701600
ESTNV_32020_1395,AX-87715288
ESTNV_34987_849,AX-87530368
ESTNV_34987_996,AX-87334396
GCR_cBin1294_Ctg1_151,AX-86911859
GCR_cBin32360_Ctg1_288,AX-87381061
GCR_cBin14933_Ctg1_86,AX-87864661
ESTNV_35387_1829,AX-87358966
ESTNV_35025_1140,AX-87575932
ESTNV_34873_1803,AX-87612930
ESTNV_25127_174,AX-87492261
GCR_cBin34894_Ctg1_621,AX-87381296
ESTNV_36535_1256,AX-87282754
ESTNV_34751_1764,AX-87237631
ESTNV_34751_1633,AX-87600989
ESTNV_35071_1373,AX-87195363
GCR_cBin22562_Ctg1_161,AX-87258416
GCR_cBin38063_Ctg1_124,AX-87334761
GCR_cBin40624_Ctg1_148,AX-87165643
ESTNV_26007_570,AX-86962652
ESTNV_35334_747,AX-87549877
ESTNV_35334_1410,AX-87161835
ESTNV_36339_1092,AX-87855522
GCR_cBin33449_Ctg1_223,AX-87393519
GCR_cBin32764_Ctg1_113,AX-87396852
GCR_cBin47_Ctg1_552,AX-87166055
GCR_cBin25282_Ctg1_229,AX-87700992
ESTV_14717_198,AX-87459074
GCR_cBin7169_Ctg1_691,AX-87652804
GCR_cBin3860_Ctg1_173,AX-87817368
ESTNV_32289_411,AX-87392897
ESTNV_31330_1236,AX-87847406
ESTNV_33470_753,AX-87703394
ESTV_17112_405,AX-87450305
GCR_cBin35117_Ctg1_161,AX-87832856
ESTV_16614_548,AX-87245593
ESTNV_31104_604,AX-87392892
ESTNV_31104_129,AX-86904606
GCR_hBin31634_Ctg1_191,AX-87842703
GCR_cBin13949_Ctg1_125,AX-86965252
GCR_cBin27107_Ctg1_427,AX-87819619
GCR_cBin31123_Ctg1_140,AX-87820300
ESTNV_36566_1392,AX-86948461
GCR_cBin36505_Ctg1_178,AX-87037416
GCR_cBin44494_Ctg1_149,AX-87225940
ESTNV_31016_480,AX-87809320
ESTNV_29704_289,AX-87555080
ESTV_15468_87,AX-87196710
ESTNV_36166_1693,AX-87512686
ESTV_16361_472,AX-87843819
GCR_cBin24144_Ctg1_187,AX-87118147
ESTV_13513_493,AX-87246387
GCR_cBin38161_Ctg1_138,AX-87326448
ESTV_19379_358,AX-87107889
ESTNV_36112_1347,AX-87601584
ESTNV_36112_1447,AX-87349062
GCR_cBin31375_Ctg1_210,AX-87235984
BASS139_B7_B07_214,AX-87292360
AY388589_a,AX-87165376
ESTNV_34453_617,AX-86926682
GCR_cBin2854_Ctg1_228,AX-87494597
ESTNV_31834_870,AX-87079991
ESTNV_32708_850,AX-87647979
ESTNV_33694_684,AX-87133536
ESTNV_33694_436,AX-87212321
ESTNV_36575_2199,AX-87739051
ESTNV_36575_1048,AX-87814146
GCR_cBin438_Ctg1_175,AX-87633644
GCR_cBin18314_Ctg1_154,AX-87253727
GCR_cBin18314_Ctg1_277,AX-87380750
ESTNV_33151_631,AX-87854993
ESTNV_30607_306,AX-87521878
GCR_cBin43702_Ctg1_167,AX-87211236
ESTNV_24132_394,AX-87172851
ESTNV_36244_1158,AX-87473212
GCR_cBin42489_Ctg1_138,AX-86982215
GCR_cBin37731_Ctg1_46,AX-86992026
GCR_cBin12467_Ctg1_356,AX-87803677
ESTV_16790_1641,AX-87526123
ESTV_20442_1276,AX-87588681
ESTNV_30490_823,AX-86951259
ESTV_21818_227,AX-87673605
ESTV_15912_572,AX-87620820
GCR_cBin9345_Ctg1_202,AX-87042531
ESTNV_31411_621,AX-87491082
ESTNV_34292_856,AX-87438952
GCR_cBin1090_Ctg1_228,AX-87026330
ESTNV_33984_139,AX-87497353
ESTNV_33984_1233,AX-87105872
GCR_cBin13683_Ctg1_580,AX-87808093
GCR_cBin46229_Ctg1_267,AX-87844193
ESTV_7467_243,AX-87407289
GCR_cBin29841_Ctg1_592,AX-87600631
ESTNV_31704_1242,AX-87480431
ESTV_14071_82,AX-87030898
ESTV_17113_1162,AX-87232871
ESTNV_32904_1871,AX-87176924
GCR_cBin43402_Ctg1_142,AX-87191528
ESTNV_30512_474,AX-87334302
GCR_cBin48283_Ctg1_150,AX-87077205
ESTNV_22592_400,AX-87141143
ESTV_13878_964,AX-87189453
GCR_cBin22396_Ctg1_574,AX-87820735
ESTNV_31110_261,AX-87868022
GCR_cBin37317_Ctg1_131,AX-87493775
GCR_cBin37317_Ctg1_184,AX-87614099
GCR_cBin44576_Ctg1_193,AX-87243068
ESTNV_30347_1246,AX-86955930
ESTNV_30347_550,AX-87351902
ESTNV_23791_529,AX-86962697
ESTNV_35534_1529,AX-87441490
ESTV_16109_535,AX-87696971
ESTV_16109_600,AX-87578991
ESTNV_36546_226,AX-87664829
ESTNV_34135_1186,AX-87755997
GCR_cBin36987_Ctg1_169,AX-86919406
ESTNV_31289_1032,AX-87507325
GCR_cBin23273_Ctg1_119,AX-87305286
ESTNV_36232_545,AX-87618208
BASS139_B7_D11_322,AX-87386731
BASS139_B7_D11_512,AX-87666425
ESTNV_23780_358,AX-87796317
ESTV_16939_335,AX-87504353
GCR_cBin12185_Ctg1_194,AX-87275820
ESTNV_14967_182,AX-87836078
BASS19_B7_F09_342,AX-87258472
GCR_cBin51398_Ctg1_70,AX-87515786
ESTNV_31458_1189,AX-87104837
ESTNV_30803_692,AX-87413792
ESTNV_28684_665,AX-87640674
ESTV_14031_406,AX-87624148
ESTV_16934_1328,AX-87129907
GCR_cBin5182_Ctg1_123,AX-87510603
GCR_cBin1178_Ctg1_417,AX-87762195
ESTNV_36020_79,AX-87474888
ESTNV_34659_96,AX-87163205
ESTNV_37550_1185,AX-87639776
GCR_cBin44960_Ctg1_57,AX-87331037
GCR_cBin8189_Ctg1_244,AX-87316687
ESTNV_30111_337,AX-87524047
GCR_cBin26849_Ctg1_164,AX-87149997
ESTNV_34656_1427,AX-86967680
GCR_cBin5761_Ctg1_625,AX-87074210
GCR_cBin5761_Ctg1_361,AX-87822328
BASS123_B7_C01_773,AX-87765708
ESTNV_28566_397,AX-87750229
BASS125_B7_D11_263,AX-87455371
GCR_cBin23187_Ctg1_181,AX-87777549
GCR_cBin20645_Ctg1_579,AX-87511572
GCR_cBin40254_Ctg1_205,AX-87424181
ESTNV_36134_1190,AX-87631089
ESTNV_29129_700,AX-87680343
ESTV_16994_1191,AX-87122852
BASS138_B7_B10_378,AX-87491659
GCR_cBin46090_Ctg1_127,AX-87245864
ESTNV_25790_657,AX-86954599
GCR_cBin4234_Ctg1_450,AX-87512285
ESTNV_29818_733,AX-87604607
GCR_cBin147_Ctg1_263,AX-87693271
ESTV_14637_535,AX-87170243
ESTV_14637_734,AX-87272291
ESTNV_31441_573,AX-87261333
GCR_cBin39664_Ctg1_85,AX-87854177
GCR_cBin11102_Ctg1_74,AX-87153374
GCR_hBin30557_Ctg1_178,AX-87473618
ESTNV_37008_1005,AX-87700224
ESTNV_34714_1672,AX-87804915
ESTNV_32353_1231,AX-87447703
GCR_cBin17226_Ctg1_170,AX-87174904
ESTV_15074_164,AX-87741871
ESTV_12714_396,AX-87522291
GCR_hBin18142_Ctg1_72,AX-86941110
GCR_cBin46344_Ctg1_63,AX-87231240
GCR_cBin2124_Ctg1_298,AX-87173442
GCR_cBin36902_Ctg1_70,AX-87584307
ESTNV_23182_326,AX-87366047
GCR_cBin49589_Ctg1_81,AX-87778202
GCR_cBin6788_Ctg1_156,AX-87433999
ESTNV_27802_229,AX-86997171
ESTNV_27803_242,AX-87577550
ESTNV_35593_1402,AX-87158092
ESTNV_35593_768,AX-87055523
ESTNV_35593_589,AX-87622079
GCR_cBin4648_Ctg2_238,AX-87313190
ESTV_13265_391,AX-87850947
GCR_hBin524_Ctg1_136,AX-87015560
ESTNV_36453_127,AX-87001910
ESTNV_13805_574,AX-87134785
GCR_cBin31912_Ctg1_83,AX-87074226
GCR_cBin49912_Ctg1_98,AX-87300253
ESTNV_30699_568,AX-86916713
GCR_cBin13707_Ctg1_238,AX-87681632
ESTNV_29924_757,AX-87687686
BASS15_B7_A08_510,AX-87315202
ESTNV_26718_947,AX-87641988
ESTV_17511_801,AX-87864439
ESTV_16910_318,AX-87396010
ESTV_16910_387,AX-87180591
GCR_cBin45701_Ctg1_227,AX-87584681
ESTNV_23472_194,AX-87279307
GCR_cBin40277_Ctg1_248,AX-87073192
ESTV_17489_78,AX-87657710
ESTNV_27336_508,AX-87504764
ESTV_15097_126,AX-87527224
GCR_cBin42642_Ctg1_184,AX-87675504
GCR_cBin2575_Ctg1_167,AX-87248258
ESTNV_22306_141,AX-87241915
GCR_cBin25920_Ctg1_75,AX-87089532
GCR_cBin11350_Ctg1_305,AX-86967212
GCR_cBin27972_Ctg1_72,AX-87385738
ESTNV_22388_362,AX-87679781
ESTNV_30714_577,AX-87358351
ESTV_21963_1181,AX-87549551
GCR_cBin41215_Ctg1_91,AX-87416191
GCR_cBin28586_Ctg1_147,AX-87333027
ESTNV_35065_572,AX-87022837
GCR_cBin10658_Ctg1_107,AX-87105158
GCR_cBin43670_Ctg1_77,AX-87732935
ESTNV_24573_806,AX-87657903
GCR_cBin14942_Ctg1_193,AX-87697259
GCR_cBin8386_Ctg1_676,AX-86965396
GCR_cBin1366_Ctg1_232,AX-87170811
ESTNV_35090_1063,AX-86950915
ESTV_13907_121,AX-87498754
GCR_cBin18576_Ctg1_104,AX-86915296
GCR_cBin1482_Ctg1_523,AX-87282272
ESTNV_13992_188,AX-87409242
ESTNV_36373_1935,AX-87619992
GCR_cBin26628_Ctg1_243,AX-86944242
GCR_cBin2393_Ctg1_311,AX-87726435
ESTNV_36875_1435,AX-87517579
GCR_cBin32777_Ctg1_66,AX-86931838
ESTNV_37492_1203,AX-87474011
ESTNV_27795_301,AX-87496358
GCR_cBin999_Ctg1_207,AX-87507723
GCR_cBin31945_Ctg1_172,AX-87390338
GCR_cBin43049_Ctg1_125,AX-87383051
GCR_cBin1744_Ctg1_256,AX-86985323
ESTNV_23711_205,AX-87392112
ESTNV_34518_687,AX-87030769
ESTNV_30828_422,AX-87634466
GCR_cBin33361_Ctg1_258,AX-87650824
ESTV_16654_269,AX-87725326
ESTNV_35898_1062,AX-87146574
ESTNV_32335_516,AX-87373023
ESTNV_36118_106,AX-87252763
GCR_cBin1343_Ctg1_382,AX-87232607
ESTV_14638_214,AX-87775038
GCR_cBin6717_Ctg1_141,AX-86997050
ESTNV_34241_147,AX-87193071
ESTNV_33917_1292,AX-87709624
ESTNV_13364_276,AX-87329427
